Name,Category,Author,Price,Series,Pages,Publisher,Date,Language,ISBN_10,ISBN_13,Dimensions,Weight
Behind the Lock (Volume 1),Fantasy : Dark,Wesley A. Bianchi,$7.53,,180 pages,CreateSpace Independent Publishing Platform; 1 edition,"December 12, 2017",English,1979600058,978-1979600057,6 x 0.4 x 9 inches,11.7 ounces
The Unyielding,Fantasy : Dark,Gary J. Shipley,$10.95,,100 pages,Eraserhead Press,"December 1, 2017",English,1621052419,978-1621052418,5 x 0.2 x 7 inches,3.5 ounces
Charity,Fantasy : Dark,Tracee Milford,$11.95,,88.0 pages,"Page Publishing, Inc.","December 5, 2017",English,1640821635,978-1640821637,6 x 0.2 x 9 inches,5 ounces
Those Macabre Nights: A Collection,Fantasy : Dark,Clint Westgard,$9.99,,212 pages,Lost Quarter Books,"December 18, 2017",English,1928035396,978-1928035398,5 x 0.5 x 8 inches,10.4 ounces
Songs to Earth and Sky: Stories of the Seasons,Fantasy : Dark,Storm Constantine,$15.50,,284 pages,Immanion Press,"December 7, 2017",English,1907737847,978-1907737848,5.5 x 0.6 x 8.5 inches,13.4 ounces
A Time to Rend (Elemental Rage) (Volume 3),Fantasy : Dark,Jeanette Raleigh,$13.99,Elemental Rage (Book 3),288 pages,CreateSpace Independent Publishing Platform,"December 23, 2017",English,1981783814,978-1981783816,6 x 0.6 x 9 inches,1.1 pounds
The Children Of Mamro: The Sydon City Vampire Trilogy: Book Two,Fantasy : Dark,Shane Ramey,$8.99,Sydon City Vampire Trilogy (Book 2),220 pages,CreateSpace Independent Publishing Platform; One edition,"December 28, 2017",English,1982080922,978-1982080921,5.5 x 0.6 x 8.5 inches,12.2 ounces
Lupari: Werewolf Hunter (The Wolf of Dorian Gray Series) (Volume 3),Fantasy : Dark,Brian Ference,$15.95,The Wolf of Dorian Gray Series (Book 3),216 pages,CreateSpace Independent Publishing Platform; 1 edition,"December 16, 2017",English,1983425311,978-1983425318,6 x 0.5 x 9 inches,13.6 ounces
A Wolf in My Bedroom,Fantasy : Dark,T.K. Wade and Chris Buffaloe,$8.99,,194 pages,CreateSpace Independent Publishing Platform; First edition,"October 5, 2017",English,1977714676,978-1977714671,6 x 0.4 x 9 inches,12.3 ounces
A Wolf in My Bedroom,Fantasy : Dark,T K Wade and Chris Buffaloe,$9.99,,194.0 pages,T.K. Wade,"December 14, 2017",English,0692045473,978-0692045473,6 x 0.4 x 9 inches,10.2 ounces
The Assembly of Thirteen: The First Two Companions,Fantasy : Dark,Omayra Vlez,$14.99,The Assembly of Thirteen,380 pages,Omayra Velez,"December 19, 2017",English,0692046577,978-0692046579,6 x 1 x 9 inches,1.4 pounds
Hope (Vampires and the Life of Erin Rose),Fantasy : Dark,S M Perlow,$14.99,Vampires and the Life of Erin Rose (Book 4),324.0 pages,Bealion Publishing,"December 22, 2017",English,0999285831,978-0999285831,5 x 0.7 x 8 inches,12.5 ounces
Lilith,Fantasy : Dark,George MacDonald,$12.99,,332 pages,CreateSpace Independent Publishing Platform,"December 18, 2017",English,1981809074,978-1981809073,6 x 0.8 x 9 inches,1.3 pounds
KILLROY is Here,Fantasy : Dark,R. Buddy Murphy,$17.99,,426 pages,Tellwell Talent,"December 19, 2017",English,1773702831,978-1773702834,6 x 1 x 9 inches,1.4 pounds
The Chronicles of Domewyrd: Book I (Volume 1),Fantasy : Dark,Joshua Thomas Wilmoth,$12.99,The Chronicles of Domewyrd,254 pages,CreateSpace Independent Publishing Platform; 1 edition,"December 23, 2017",English,1981999388,978-1981999385,8 x 0.6 x 10 inches,1.4 pounds
Mad Hatters and March Hares: All-New Stories from the World of Lewis Carroll's Alice in Wonderland,Fantasy : Dark,Ellen Datlow and Devi Pillai,$10.99,,336 pages,Tor Books,"December 12, 2017",English,0765391074,978-0765391070,6.2 x 1 x 9.3 inches,12.5 ounces
Lion (Vampires and the Life of Erin Rose),Fantasy : Dark,S M Perlow,$14.99,Vampires and the Life of Erin Rose (Book 3),262.0 pages,Bealion Publishing,"December 22, 2017",English,0999285823,978-0999285824,5 x 0.6 x 8 inches,10.1 ounces
Enemy: Book Three of the Seven Eyes,Fantasy : Dark,Betsy Dornbusch,$15.99,Seven Eyes (Book 3),308 pages,Night Shade Books; Reprint edition,"November 21, 2017",English,1597809136,978-1597809139,6 x 0.9 x 9 inches,12.8 ounces
Der Zauberlehrling oder Die Teufelsjger (Vollstndige Ausgabe),Fantasy : Dark,Hanns Heinz Ewers,$8.80,,182 pages,e-artnow,"November 1, 2017",English,8026860969,978-8026860969,6 x 0.4 x 9 inches,11.7 ounces
Braving the Storm (Gods of War),Fantasy : Dark,Xenia Melzer,$17.99,Gods of War (Book 4),300.0 pages,DSP Publications,"November 21, 2017",English,1635336759,978-1635336757,6 x 0.6 x 9 inches,14.2 ounces
The Ambrose Clique (Volume 1),Fantasy : Dark,Nikita Bliss,$16.15,The Ambrose,466 pages,CreateSpace Independent Publishing Platform; 1 edition,"November 28, 2017",English,1977712053,978-1977712059,6 x 1.2 x 9 inches,1.7 pounds
Blessings of the Firebird's Light: The Firebird's Blessings Saga: Book 1 (Volume 1),Fantasy : Dark,Rose S. King,$18.50,The Firebird's Blessings Saga (Book 1),340 pages,CreateSpace Independent Publishing Platform; 1 edition,"November 15, 2017",English,1976002990,978-1976002991,6 x 0.8 x 9 inches,1.3 pounds
"The Ocean Hearth - A Dark Fantasy Story: fantasy, gore, conflict, rebellion, and medieval realms (Hymns of Evermorn) (Volume 1)",Fantasy : Dark,Lionelson Norbert Yong,$7.08,Hymns of Evermorn (Book 1),158 pages,CreateSpace Independent Publishing Platform,"November 3, 2017",English,1979588856,978-1979588850,5.2 x 0.4 x 8 inches,8.5 ounces
First Of The Fallen,Fantasy : Dark,Philip Mann,$16.99,,242 pages,CreateSpace Independent Publishing Platform,"November 9, 2017",English,1979618526,978-1979618526,6 x 0.6 x 9 inches,15 ounces
Reign Of The Wolf (Eye Of The Storm) (Volume 6),Fantasy : Dark,Dianna Hardy,$18.95,Eye Of The Storm (Book 6),530 pages,CreateSpace Independent Publishing Platform; First edition,"November 21, 2017",English,1979643342,978-1979643344,5 x 1.3 x 8 inches,1.5 pounds
Battle for Elt: The Taking of the Wizard Bearer,Fantasy : Dark,A.C. Hutchinson,$12.49,,308 pages,CreateSpace Independent Publishing Platform,"November 24, 2017",English,197981127X,978-1979811279,5 x 0.8 x 8 inches,14.4 ounces
Whispers From The Past: Lake Of Sins Book Five (Volume 5),Fantasy : Dark,L. S. O'Dea,$19.99,Lake Of Sins,502 pages,LSODea; 1 edition,"November 8, 2017",English,1942706197,978-1942706199,6 x 1.1 x 9 inches,1.8 pounds
La Femme immortelle (French Edition),Fantasy : Dark,Pierre Ponson du Terrail,$15.53,,382 pages,CreateSpace Independent Publishing Platform,"November 10, 2017",French,1979608725,978-1979608725,6 x 0.9 x 9 inches,1.4 pounds
Mindrallis: The Fallen Land,Fantasy : Dark,Aaron Bodine,$20.00,,268 pages,CreateSpace Independent Publishing Platform; 1 edition,"November 21, 2017",English,1979828598,978-1979828598,6 x 0.6 x 9 inches,1 pounds
Starling (Southern Watch) (Volume 6),Fantasy : Dark,Robert J. Crane,$18.99,Southern Watch (Book 6),494 pages,CreateSpace Independent Publishing Platform,"November 21, 2017",English,1979928142,978-1979928144,5.5 x 1.2 x 8.5 inches,1.6 pounds
The Bear and His Daughter: A Tale from the Canon of Tarn,Fantasy : Dark,Peter Fane,$18.95,,512 pages,Silver Goat Media,"November 30, 2017",English,1944296115,978-1944296117,5 x 1.3 x 8 inches,1.4 pounds
Pandoras Card Game,Fantasy : Dark,E E King,$8.48,,180 pages,CreateSpace Independent Publishing Platform,"November 17, 2017",English,1478298642,978-1478298649,6 x 0.4 x 9 inches,11.7 ounces
The Goblet (The Dark World),Fantasy : Dark,S.C. Parris,$10.29,The Dark World (Book 5),288 pages,Permuted Press,"November 28, 2017",English,1682615529,978-1682615522,6 x 0.9 x 9 inches,11.4 ounces
Legend of Cya Sya Do (Volume 1),Fantasy : Dark,Braxton Stewart,$9.50,Cya Sya Do (Book 1),246 pages,CreateSpace Independent Publishing Platform; 2 edition,"November 26, 2017",English,1981113487,978-1981113484,5.2 x 0.6 x 8 inches,12.3 ounces
Animus,Fantasy : Dark,Alex Owens,$12.99,,174 pages,CreateSpace Independent Publishing Platform,"November 13, 2017",English,1979740747,978-1979740746,5.2 x 0.4 x 8 inches,9.1 ounces
Fluffy Bunny (Runespells Series) (Volume 2),Fantasy : Dark,Sarah Buhrman,$15.95,Runespells Series (Book 2),182 pages,Black Rose Writing; 1 edition,"December 1, 2017",English,1612969739,978-1612969732,6 x 0.5 x 9 inches,11.8 ounces
Serpent King: Shadow and Light,Fantasy : Dark,Brian Barr and Jeff O'Brien,$15.99,,308 pages,CreateSpace Independent Publishing Platform,"November 1, 2017",English,1976211735,978-1976211737,6 x 0.7 x 9 inches,1.2 pounds
Savage Redemption: A Dark Urban Guardians Fantasy,Fantasy : Dark,Anni Antoni,$11.99,,288 pages,CreateSpace Independent Publishing Platform,"November 17, 2017",English,1979802793,978-1979802796,6 x 0.6 x 9 inches,1.1 pounds
Sunrise and Blood: A Rohrlands Tale,Fantasy : Dark,R.E. Fisher,$14.95,,280 pages,Between the Lines Publishing,"November 30, 2017",English,0997939575,978-0997939576,6 x 0.6 x 9 inches,1.1 pounds
"Deadhouse Landing: Path to Ascendancy, Book 2 (A Novel of the Malazan Empire)",Fantasy : Dark,Ian C. Esslemont,$12.23,Path to Ascendancy (Book 2),400 pages,Tor Books,"November 14, 2017",English,0765379473,978-0765379474,6.1 x 1.2 x 9.3 inches,15 ounces
Das Bildnis des Dorian Gray - Vollstndige deutsche Ausgabe,Fantasy : Dark,Oscar Wilde,$7.80,,140 pages,e-artnow,"November 1, 2017",English,8026854616,978-8026854616,6 x 0.3 x 9 inches,9.4 ounces
"Elixiere des Teufels: Ein Gruselklassiker ber Leidenschaft, Wahnsinn und Verbrechen (Vollstndige Ausgabe)",Fantasy : Dark,E. T. A. Hoffmann,$8.10,,152 pages,e-artnow,"November 1, 2017",English,8026862554,978-8026862550,6 x 0.4 x 9 inches,10.1 ounces
Garden of Time (A Jubal Van Zandt Novel) (Volume 4),Fantasy : Dark,eden Hudson,$9.99,A Jubal Van Zandt Novel,238 pages,CreateSpace Independent Publishing Platform; 1 edition,"November 2, 2017",English,1979426007,978-1979426008,5.2 x 0.6 x 8 inches,12 ounces
Vexed: A Tidal Kiss Novella (The Tidal Kiss Trilogy) (Volume 5),Fantasy : Dark,Miss Kristy Nicolle,$10.00,The Tidal Kiss Trilogy,192 pages,Kristy Nicolle; 1 edition,"November 17, 2017",English,1911395106,978-1911395102,6 x 0.5 x 9 inches,12.3 ounces
Between (German Edition),Fantasy : Dark,Dino Woot,$12.99,,180 pages,CreateSpace Independent Publishing Platform; 1 edition,"November 24, 2017",German,1977582494,978-1977582492,6 x 0.4 x 9 inches,11.5 ounces
Black Annis: Demon Hunter (Dark Urban Fantasy) (Volume 1),Fantasy : Dark,Aubrey Law,$6.99,Dark Urban Fantasy (Book 1),208 pages,CreateSpace Independent Publishing Platform,"November 8, 2017",English,1978005334,978-1978005334,5 x 0.5 x 8 inches,10.1 ounces
His Price: Histories of the Shield Maidens,Fantasy : Dark,Juliet Baranne,$7.29,,28 pages,CreateSpace Independent Publishing Platform; 1 edition,"November 19, 2017",English,1979910669,978-1979910668,6 x 0.1 x 9 inches,3.2 ounces
Galbu: The Histories of the Goddess,Fantasy : Dark,Juliet Baranne,$7.49,,28 pages,CreateSpace Independent Publishing Platform; 2 edition,"November 13, 2017",English,1979745579,978-1979745574,6 x 0.1 x 9 inches,3.2 ounces
Who's Afraid Too? (Tommi Grayson),Fantasy : Dark,Maria Lewis,$10.15,Tommi Grayson (Book 2),352 pages,Piatkus,"November 21, 2017",English,0349408998,978-0349408996,5 x 0.8 x 7.8 inches,8.5 ounces
The Obsidian Gates (Heart of the Warrior),Fantasy : Dark,Cynthia Rae Richards,$21.99,Heart of the Warrior (Book 2),592.0 pages,Cynthia Rae Richards,"November 17, 2017",English,0990669459,978-0990669456,5 x 1.3 x 8 inches,1.4 pounds
The Last Faoii,Fantasy : Dark,Tahani Nelson,$15.99,,394 pages,Quill,"October 3, 2017",English,1942645929,978-1942645924,5.5 x 0.9 x 8.3 inches,15.5 ounces
Dark Butterfly,Fantasy : Dark,Meyari McFarland,$5.99,,50 pages,Mary M Raichle,"October 21, 2017",English,1944269762,978-1944269760,5 x 0.1 x 8 inches,3.7 ounces
The Saturnine Flutes of Babylon (Carolina Daemonic Short Stories) (Volume 7),Fantasy : Dark,Brian Barr and Kody Boye,$5.99,Carolina Daemonic Short Stories (Book 7),38 pages,CreateSpace Independent Publishing Platform; Large Print edition,"October 6, 2017",English,1978014503,978-1978014503,6 x 0.1 x 9 inches,3.7 ounces
Blackmailed By the Boss: The Complete Volume,Fantasy : Dark,J. Garcia,$10.00,Blackmailed by the Boss,246 pages,"CreateSpace Independent Publishing Platform; Combined, Large Print edition","October 14, 2017",English,1978179596,978-1978179592,6 x 0.6 x 9 inches,15.4 ounces
Fire and Fate: Part 1 & 2 (Dragons of Galicia) (Volume 1),Fantasy : Dark,Simone Pond,$10.95,Dragons of Galicia,220 pages,CreateSpace Independent Publishing Platform; 1 edition,"October 18, 2017",English,1978438052,978-1978438057,5 x 0.5 x 8 inches,10.6 ounces
The Holtur Curse (The Holtur Trilogy) (Volume 2),Fantasy : Dark,Cameron Wayne Smith,$14.99,The Holtur Trilogy (Book 2),384 pages,CreateSpace Independent Publishing Platform; 1 edition,"October 24, 2017",English,1979116016,978-1979116015,6 x 1 x 9 inches,1.4 pounds
The Coin: His Cost (The Immortal Queen Collection) (Volume 7),Fantasy : Dark,Juliet Baranne,$7.79,The Immortal Queen Collection (Book 7),70 pages,CreateSpace Independent Publishing Platform; 4 edition,"October 29, 2017",English,1979285160,978-1979285162,6 x 0.2 x 9 inches,5.6 ounces
Blackwing (Raven's Mark),Fantasy : Dark,Ed McDonald,$9.80,Raven's Mark (Book 1),368 pages,Ace; F First Edition edition,"October 3, 2017",English,0399587799,978-0399587795,5.4 x 0.9 x 8.2 inches,11.2 ounces
The Left-Hand Path: Prodigy (Volume 3),Fantasy : Dark,T.S. Barnett and Randi Gingerich,$9.99,The Left-Hand Path,220 pages,Corvid House,"October 21, 2017",English,0997861525,978-0997861525,6 x 0.6 x 9 inches,13.9 ounces
The Goddess: The Histories of the Goddess (Volume 4),Fantasy : Dark,Jerome Brooke,$9.79,The Histories of the Goddess (Book 4),248 pages,CreateSpace Independent Publishing Platform; 2 edition,"October 4, 2017",English,1977991386,978-1977991386,6 x 0.6 x 9 inches,15.4 ounces
Doormaker: Devils Harvest (A Short Story Prequel),Fantasy : Dark,Jamie Thornton,$6.99,Doormaker,36 pages,CreateSpace Independent Publishing Platform,"October 14, 2017",English,1974174573,978-1974174577,5.5 x 0.1 x 8.5 inches,3.4 ounces
Ladri,Fantasy : Dark,Andrea D Albright,$14.95,,290.0 pages,"Caffeinated Press, Inc.","October 27, 2017",English,194354820X,978-1943548200,5 x 0.6 x 7 inches,9.3 ounces
School: The Seventh Silence,Fantasy : Dark,Craig Herbertson and Mathew Staunton,$15.95,,228 pages,Evertype,"October 31, 2017",English,1782012001,978-1782012009,5.5 x 0.5 x 8.5 inches,10.6 ounces
For the Love of Art and Sea,Fantasy : Dark,Kerri K.,$12.00,,182 pages,CreateSpace Independent Publishing Platform,"October 18, 2017",English,1534936343,978-1534936348,5 x 0.4 x 8 inches,9.1 ounces
Helix: Scourge of Bones,Fantasy : Dark,Pat Flewwelling,$2.08,,394.0 pages,Tyche Books Ltd.,"October 31, 2017",English,1928025749,978-1928025740,5.5 x 0.9 x 8.5 inches,1 pounds
Dream (Aisling Trilogy),Fantasy : Dark,Carole Cummings,$17.99,Aisling Trilogy (Book 2),336.0 pages,DSP Publications,"October 17, 2017",English,1635336732,978-1635336733,6 x 0.7 x 9 inches,1 pounds
Diablo: Legacy of Blood (Blizzard Legends),Fantasy : Dark,Richard A. Knaak,$10.43,Blizzard Legends,354 pages,Blizzard Entertainment,"October 15, 2017",English,1945683015,978-1945683015,6 x 1 x 9 inches,1.5 pounds
The Watcher: A Companion Novel to Darkling,Fantasy : Dark,K. M. Rice,$12.99,,202 pages,Wildling Spirit; 1 edition,"October 27, 2017",English,1947944037,978-1947944039,6 x 0.5 x 9 inches,12.8 ounces
Dark Luminous Wings,Fantasy : Dark,Brian Trent and Nancy Springer,$14.99,,238 pages,Pole to Pole Publishing,"October 14, 2017",English,1941559204,978-1941559208,6 x 0.6 x 9 inches,14.7 ounces
Children of the Incubi: Marriage of Heaven and Hell (Volume 1),Fantasy : Dark,Lana M. Wiggins,$16.99,Children of the Incubi,450 pages,CreateSpace Independent Publishing Platform; 1 edition,"October 13, 2017",English,1976000793,978-1976000799,6 x 1.1 x 9 inches,1.7 pounds
Widow's Creek: Ashcan Edition (Blackland Chronicles) (Volume 1),Fantasy : Dark,William Henry Tucker and Nick Edward Winkleblack,$16.99,Blackland Chronicles (Book 1),214 pages,CreateSpace Independent Publishing Platform,"October 14, 2017",English,1976272904,978-1976272905,6 x 0.5 x 9 inches,13.6 ounces
The King in Yellow,Fantasy : Dark,Robert W Chambers,$7.95,,146 pages,CreateSpace Independent Publishing Platform; Classics - The King in Yellow edition,"October 3, 2017",English,197788816X,978-1977888167,8.5 x 0.3 x 11 inches,15.7 ounces
Chosen: A Longhorn Academy Novel,Fantasy : Dark,R. G. Inskip,$9.44,,240 pages,CreateSpace Independent Publishing Platform,"October 24, 2017",English,1978474636,978-1978474635,5 x 0.5 x 8 inches,9.9 ounces
Undead on Arrival,Fantasy : Dark,Justin Robinson,$12.99,,300 pages,Captain Supermarket Press,"October 3, 2017",English,0989278158,978-0989278157,6 x 0.7 x 9 inches,1.1 pounds
Dark Plumage,Fantasy : Dark,Jed M Goss,$11.95,,50.0 pages,"Page Publishing, Inc.","October 11, 2017",English,1640824472,978-1640824478,6 x 0.1 x 9 inches,3 ounces
The Awakening: Part Two (The Lycan War Saga),Fantasy : Dark,Michael Timmins,$11.99,The Lycan War Saga (Book 2),246 pages,CreateSpace Independent Publishing Platform; Book One edition,"October 25, 2017",English,197773619X,978-1977736192,6 x 0.6 x 9 inches,15.4 ounces
Flesh: The Shield Maidens and the Prince (The Cannibal Isles Collection) (Volume 7),Fantasy : Dark,Juliet Baranne,$7.79,The Cannibal Isles Collection (Book 7),28 pages,CreateSpace Independent Publishing Platform; 2 edition,"October 26, 2017",English,1979216800,978-1979216807,6 x 0.1 x 9 inches,3.2 ounces
Manifesting Shadow,Fantasy : Dark,Church K Calvert,$13.99,,276 pages,Amanda Calvert,"October 13, 2017",English,0999298712,978-0999298718,6 x 0.7 x 9 inches,1 pounds
"Shadows Over Main Street, Volume 2",Fantasy : Dark,Gary A. Braunbeck and Erinn L. Kemper,$13.95,Shadows Over Main Street (Book 2),228 pages,Cutting Block Books; 1 edition,"October 13, 2017",English,0996115994,978-0996115995,6 x 0.6 x 9 inches,12 ounces
The Girl in the Forest,Fantasy : Dark,Bridgid Dean and Indie Designz,$7.99,,110 pages,CreateSpace Independent Publishing Platform; 1 edition,"October 24, 2017",English,1973974738,978-1973974734,5 x 0.3 x 8 inches,6.2 ounces
The Sinister Portrait of Cherie Rose (Gloryhill) (Volume 2),Fantasy : Dark,Vanessa Hawkins,$12.50,Gloryhill (Book 2),332 pages,CreateSpace Independent Publishing Platform; 1 edition,"October 19, 2017",English,1548866857,978-1548866853,5.5 x 0.8 x 8.5 inches,1.1 pounds
A Wolf in My Bedroom,Fantasy : Dark,T.K. Wade and Chris Buffaloe,$8.99,,194 pages,CreateSpace Independent Publishing Platform; First edition,"October 5, 2017",English,1977714676,978-1977714671,6 x 0.4 x 9 inches,12.3 ounces
Flesh: The Shield  Maidens of the Cannibal Isles (The Cannibal Isles Collection) (Volume 4),Fantasy : Dark,Juliel Baranne,$7.49,The Cannibal Isles Collection (Book 4),30 pages,CreateSpace Independent Publishing Platform; 2 edition,"October 4, 2017",English,197799234X,978-1977992345,6 x 0.1 x 9 inches,3.4 ounces
"Shadow of the Moon: A Fantasy of Love, Murder and Werewolves",Fantasy : Dark,Kwen D Griffeth,$17.95,,324 pages,CreateSpace Independent Publishing Platform,"October 31, 2017",English,1983755117,978-1983755118,6 x 0.7 x 9 inches,1.2 pounds
Schlock! Gorefest 2017,Fantasy : Dark,G K Murphy and Gavin Chappell,$10.99,,266 pages,CreateSpace Independent Publishing Platform,"October 8, 2017",English,1978096313,978-1978096318,5 x 0.6 x 8 inches,12.5 ounces
Astarte the Queen (The Divine Queen Collection) (Volume 1),Fantasy : Dark,Jerome Brooke,$7.49,The Divine Queen Collection (Book 1),48 pages,CreateSpace Independent Publishing Platform; 3 edition,"October 24, 2017",English,1979153647,978-1979153645,6 x 0.1 x 9 inches,4.3 ounces
Revelations of Chaos: Rise of the Shadow Soul Book I,Fantasy : Dark,S.F. Fury and Kris Kendall,$21.96,Rise of the Shadow Soul,624 pages,Dark Fury Productions,"October 19, 2017",English,0998648213,978-0998648217,6 x 1.6 x 9 inches,2.3 pounds
The Murders of Molly Southbourne,Fantasy : Dark,Tade Thompson,$8.60,,128 pages,Tor.com,"October 3, 2017",English,0765397137,978-0765397133,5 x 0.3 x 8 inches,6.4 ounces
Wasteland in Red Square (Hell Gate) (Volume 2),Fantasy : Dark,Josh Matthews and Michele Thompson,$16.99,Hell Gate,258 pages,"Burning Willow Press, LLC","October 19, 2017",English,0692778446,978-0692778449,6 x 0.6 x 9 inches,1 pounds
Demon Fallout:  The Return: A Michael Talbot Adventure (Volume 1),Fantasy : Dark,Mark Tufo,$13.99,Demon Fallout (Book 1),332 pages,CreateSpace Independent Publishing Platform,"October 10, 2017",English,1978189168,978-1978189164,5.5 x 0.8 x 8.5 inches,1.1 pounds
"Ironfoot: The Enchanter General, Book One",Fantasy : Dark,Dave Duncan,$14.00,The Enchanter General (Book 1),344 pages,Night Shade Books,"October 10, 2017",English,1597809179,978-1597809177,6 x 1 x 9 inches,11.4 ounces
The Amnesia Girl!,Fantasy : Dark,Gerri R Gray,$15.99,,270 pages,HellBound Books Publishing,"October 20, 2017",English,0999177680,978-0999177686,5 x 0.7 x 8 inches,12.8 ounces
Tortured Souls (Broken Souls) (Volume 2),Fantasy : Dark,Richard Hein,$13.99,Broken Souls,386 pages,Gaslamp Press,"October 16, 2017",English,0984814175,978-0984814176,5 x 0.9 x 8 inches,1.1 pounds
Weaver's Lament: Industrial Magic Book 2,Fantasy : Dark,Emma Newman,$12.61,Industrial Magic (Book 2),176 pages,Tor.com,"October 17, 2017",English,0765394111,978-0765394118,5.1 x 0.5 x 8 inches,4.8 ounces
Under the Pendulum Sun,Fantasy : Dark,Jeannette Ng,$7.40,,416 pages,Angry Robot,"October 3, 2017",English,0857667270,978-0857667274,5.2 x 1.1 x 7.8 inches,12.6 ounces
Jack Out of the Box,Fantasy : Dark,Timothy Vincent,$17.99,,276 pages,W & B Publishers Inc.,"January 21, 2018",English,1942981902,978-1942981909,6 x 0.6 x 9 inches,1.1 pounds
The Unyielding,Fantasy : Dark,Gary J. Shipley,$10.95,,382 pages,Eraserhead Press,"December 1, 2017",English,1621052419,978-1621052418,5 x 0.2 x 7 inches,3.5 ounces
Skelos 3: The Journal of Weird Fiction and Dark Fantasy,Fantasy : Dark,Mark Finn and Chris Gruber,$14.95,,202 pages,Skelos Press; First edition,"October 26, 2017",English,0998701017,978-0998701011,7 x 0.4 x 10 inches,15.7 ounces
The Stranger,Psychological Thrillers,Melanie Raabe and Imogen Taylor,$7.53,,320 pages,Text Publishing Company,"October 9, 2018",English,1925498042,978-1925498042,6 x 9.8 inches,1 pounds
The Hole: A Novel,Psychological Thrillers,Hye-young Pyun and Sora Kim-Russell,$16.99,,208 pages,Arcade Publishing; Reprint edition,"October 2, 2018",English,1628729910,978-1628729917,,1.1 pounds
Under a Dark Sky: A Novel,Psychological Thrillers,Lori Rader-Day,$15.99,,416 pages,William Morrow Paperbacks,"August 7, 2018",English,0062560301,978-0062560308,5.3 x 0.9 x 8 inches,10.4 ounces
Moronga (Spanish Edition),Psychological Thrillers,Horacio Castellanos Moya,$14.85,,336 pages,Literatura Random House,"May 29, 2018",Spanish,8439734050,978-8439734055,5.5 x 1 x 9.1 inches,1 pounds
Wicked River: A Novel,Psychological Thrillers,Jenny Milchman,$15.99,,464 pages,Sourcebooks Landmark,"May 1, 2018",English,1492658995,978-1492658993,5.5 x 8.2 inches,1.1 pounds
The Marsh King's Daughter,Psychological Thrillers,Karen Dionne,$12.39,,336 pages,G.P. Putnam's Sons; Reprint edition,"April 17, 2018",English,0735213011,978-0735213012,5.5 x 0.7 x 8.2 inches,9.9 ounces
The Babysitter: A gripping psychological thriller with edge of your seat suspense,Psychological Thrillers,Sheryl Browne,$9.89,,362 pages,Bookouture,"March 6, 2018",English,1786813416,978-1786813411,5.1 x 0.8 x 7.8 inches,13.4 ounces
Our Hearts Will Burn Us Down: A Novel,Psychological Thrillers,Anne Valente,$9.57,,384 pages,William Morrow Paperbacks; Reprint edition,"December 19, 2017",English,0062429140,978-0062429148,5.3 x 0.9 x 8 inches,9.6 ounces
Finding Sophie (Losing Cadence),Psychological Thrillers,Laura Lovett,$15.95,Losing Cadence (Book 2),328 pages,Laura Lovett,"November 15, 2017",English,1773740032,978-1773740034,5.5 x 0.8 x 8.5 inches,1.1 pounds
